Description,GeoAreaName,Year,Value
Proportion of women in managerial positions (%),Indonesia,2020,32.61
Proportion of women in managerial positions (%),Indonesia,2021,32.44
Proportion of women in managerial positions (%),Iran (Islamic Republic of),2005,47.29
Proportion of women in managerial positions (%),Iran (Islamic Republic of),2006,50.16
Proportion of women in managerial positions (%),Iran (Islamic Republic of),2007,47.19
Proportion of women in managerial positions (%),Iran (Islamic Republic of),2008,13.23
Proportion of women in managerial positions (%),Iran (Islamic Republic of),2009,11.79
Proportion of women in managerial positions (%),Iran (Islamic Republic of),2010,14.61
Proportion of women in managerial positions (%),Iran (Islamic Republic of),2011,13.97
Proportion of women in managerial positions (%),Iran (Islamic Republic of),2012,17.1
Proportion of women in managerial positions (%),Iran (Islamic Republic of),2013,15.18
Proportion of women in managerial positions (%),Iran (Islamic Republic of),2014,18.21
Proportion of women in managerial positions (%),Iran (Islamic Republic of),2015,16.42
Proportion of women in managerial positions (%),Iran (Islamic Republic of),2016,17.29
Proportion of women in managerial positions (%),Iran (Islamic Republic of),2017,19.06
Proportion of women in managerial positions (%),Iran (Islamic Republic of),2018,20.48
Proportion of women in managerial positions (%),Iran (Islamic Republic of),2019,18.85
Proportion of women in managerial positions (%),Iran (Islamic Republic of),2020,17.98
Proportion of women in managerial positions (%),Iraq,2007,11.75
Proportion of women in managerial positions (%),Iraq,2012,21.84
Proportion of women in managerial positions (%),Ireland,2000,26.28
Proportion of women in managerial positions (%),Ireland,2001,27.53
Proportion of women in managerial positions (%),Ireland,2002,27.26
Proportion of women in managerial positions (%),Ireland,2003,28.68
Proportion of women in managerial positions (%),Ireland,2004,28.7
Proportion of women in managerial positions (%),Ireland,2005,30.26
Proportion of women in managerial positions (%),Ireland,2006,30.61
Proportion of women in managerial positions (%),Ireland,2007,38.6
Proportion of women in managerial positions (%),Ireland,2008,39.89
Proportion of women in managerial positions (%),Ireland,2009,39.52
Proportion of women in managerial positions (%),Ireland,2010,39.14
Proportion of women in managerial positions (%),Ireland,2011,33.75
Proportion of women in managerial positions (%),Ireland,2012,33.17
Proportion of women in managerial positions (%),Ireland,2013,33.31
Proportion of women in managerial positions (%),Ireland,2014,33.7
Proportion of women in managerial positions (%),Ireland,2015,34.65
Proportion of women in managerial positions (%),Ireland,2016,36.22
Proportion of women in managerial positions (%),Ireland,2017,36.18
Proportion of women in managerial positions (%),Ireland,2018,36.02
Proportion of women in managerial positions (%),Ireland,2019,35.28
Proportion of women in managerial positions (%),Ireland,2020,36.35
Proportion of women in managerial positions (%),Israel,2000,27.18
Proportion of women in managerial positions (%),Israel,2001,27.14
Proportion of women in managerial positions (%),Israel,2002,26.88
Proportion of women in managerial positions (%),Israel,2003,29.57
Proportion of women in managerial positions (%),Israel,2004,28.67
Proportion of women in managerial positions (%),Israel,2005,27.59
Proportion of women in managerial positions (%),Israel,2006,30.12
Proportion of women in managerial positions (%),Israel,2007,29.73
Proportion of women in managerial positions (%),Israel,2008,32.12
Proportion of women in managerial positions (%),Israel,2009,31.17
Proportion of women in managerial positions (%),Israel,2010,34.75
Proportion of women in managerial positions (%),Israel,2011,35.45
Proportion of women in managerial positions (%),Israel,2012,32.2
Proportion of women in managerial positions (%),Israel,2013,32.79
Proportion of women in managerial positions (%),Israel,2014,32.87
Proportion of women in managerial positions (%),Israel,2015,32.28
Proportion of women in managerial positions (%),Israel,2016,34.17
Proportion of women in managerial positions (%),Israel,2017,34.57
Proportion of women in managerial positions (%),Italy,2000,14.32
Proportion of women in managerial positions (%),Italy,2001,18.75
Proportion of women in managerial positions (%),Italy,2002,20.18
Proportion of women in managerial positions (%),Italy,2003,20.84
Proportion of women in managerial positions (%),Italy,2004,33.3
Proportion of women in managerial positions (%),Italy,2005,32.5
Proportion of women in managerial positions (%),Italy,2006,33.01
Proportion of women in managerial positions (%),Italy,2007,33.7
Proportion of women in managerial positions (%),Italy,2008,33.39
Proportion of women in managerial positions (%),Italy,2009,33.78
Proportion of women in managerial positions (%),Italy,2010,32.85
Proportion of women in managerial positions (%),Italy,2011,25.08
Proportion of women in managerial positions (%),Italy,2012,26.03
Proportion of women in managerial positions (%),Italy,2013,27.01
Proportion of women in managerial positions (%),Italy,2014,26.58
Proportion of women in managerial positions (%),Italy,2015,26.57
Proportion of women in managerial positions (%),Italy,2016,27.67
Proportion of women in managerial positions (%),Italy,2017,27.49
Proportion of women in managerial positions (%),Italy,2018,26.99
Proportion of women in managerial positions (%),Italy,2019,27.8
Proportion of women in managerial positions (%),Italy,2020,27.32
Proportion of women in managerial positions (%),Côte d'Ivoire,2016,16.65
Proportion of women in managerial positions (%),Côte d'Ivoire,2017,56.89
Proportion of women in managerial positions (%),Jamaica,2008,61.37
Proportion of women in managerial positions (%),Jamaica,2009,61.45
Proportion of women in managerial positions (%),Jamaica,2010,63.27
Proportion of women in managerial positions (%),Jamaica,2011,60.26
Proportion of women in managerial positions (%),Jamaica,2012,62.51
Proportion of women in managerial positions (%),Jamaica,2013,63.98
Proportion of women in managerial positions (%),Jamaica,2014,63.91
Proportion of women in managerial positions (%),Jamaica,2017,56.69
Proportion of women in managerial positions (%),Japan,2000,9.41
Proportion of women in managerial positions (%),Japan,2001,9.16
Proportion of women in managerial positions (%),Japan,2002,9.71
Proportion of women in managerial positions (%),Japan,2003,9.49
Proportion of women in managerial positions (%),Japan,2004,9.54
Proportion of women in managerial positions (%),Japan,2005,9.93
Proportion of women in managerial positions (%),Japan,2006,10.21
Proportion of women in managerial positions (%),Japan,2007,9.51
Proportion of women in managerial positions (%),Japan,2008,9.53
Proportion of women in managerial positions (%),Japan,2009,10.23
Proportion of women in managerial positions (%),Japan,2010,10.41
Proportion of women in managerial positions (%),Japan,2011,11.74
Proportion of women in managerial positions (%),Japan,2012,11.31
Proportion of women in managerial positions (%),Japan,2013,10.85
Proportion of women in managerial positions (%),Japan,2014,11.39
Proportion of women in managerial positions (%),Japan,2016,13.33
Proportion of women in managerial positions (%),Japan,2017,12.78
Proportion of women in managerial positions (%),Japan,2018,14.93
Proportion of women in managerial positions (%),Japan,2019,14.84
Proportion of women in managerial positions (%),Japan,2020,13.28
Proportion of women in managerial positions (%),Kazakhstan,2001,32.99
Proportion of women in managerial positions (%),Kazakhstan,2002,33.77
Proportion of women in managerial positions (%),Kazakhstan,2003,34.2
Proportion of women in managerial positions (%),Kazakhstan,2004,37.97
Proportion of women in managerial positions (%),Kazakhstan,2005,35.64
Proportion of women in managerial positions (%),Kazakhstan,2006,35.84
Proportion of women in managerial positions (%),Kazakhstan,2007,36.79
Proportion of women in managerial positions (%),Kazakhstan,2008,38.36
Proportion of women in managerial positions (%),Kazakhstan,2009,38.77
Proportion of women in managerial positions (%),Kazakhstan,2010,37.17
Proportion of women in managerial positions (%),Kazakhstan,2011,38.46
Proportion of women in managerial positions (%),Kazakhstan,2012,39.75
Proportion of women in managerial positions (%),Kazakhstan,2013,38.32
Proportion of women in managerial positions (%),Kazakhstan,2015,37.06
Proportion of women in managerial positions (%),Kazakhstan,2017,36.96
Proportion of women in managerial positions (%),Kazakhstan,2020,41.11
Proportion of women in managerial positions (%),Jordan,2017,63.3
Proportion of women in managerial positions (%),Jordan,2018,58.65
Proportion of women in managerial positions (%),Jordan,2019,61.96
Proportion of women in managerial positions (%),Jordan,2020,60.34
Proportion of women in managerial positions (%),Kenya,2006,24.78
Proportion of women in managerial positions (%),Kenya,2019,49.62
Proportion of women in managerial positions (%),Republic of Korea,2000,5.01
Proportion of women in managerial positions (%),Republic of Korea,2001,5.95
Proportion of women in managerial positions (%),Republic of Korea,2002,5.61
Proportion of women in managerial positions (%),Republic of Korea,2003,5.96
Proportion of women in managerial positions (%),Republic of Korea,2004,7.09
Proportion of women in managerial positions (%),Republic of Korea,2005,7.9
Proportion of women in managerial positions (%),Republic of Korea,2006,8.65
Proportion of women in managerial positions (%),Republic of Korea,2007,8.86
Proportion of women in managerial positions (%),Republic of Korea,2008,9.5
Proportion of women in managerial positions (%),Republic of Korea,2009,8.62
Proportion of women in managerial positions (%),Republic of Korea,2010,9.4
Proportion of women in managerial positions (%),Republic of Korea,2011,10.1
Proportion of women in managerial positions (%),Republic of Korea,2012,11.09
Proportion of women in managerial positions (%),Republic of Korea,2013,11.37
Proportion of women in managerial positions (%),Republic of Korea,2014,11.13
Proportion of women in managerial positions (%),Republic of Korea,2015,10.45
Proportion of women in managerial positions (%),Republic of Korea,2016,9.77
Proportion of women in managerial positions (%),Republic of Korea,2017,12.33
Proportion of women in managerial positions (%),Republic of Korea,2018,14.46
Proportion of women in managerial positions (%),Republic of Korea,2019,15.41
Proportion of women in managerial positions (%),Republic of Korea,2020,15.65
Proportion of women in managerial positions (%),Republic of Korea,2021,16.27
Proportion of women in managerial positions (%),Kuwait,2005,13.86
Proportion of women in managerial positions (%),Kuwait,2015,13.97
Proportion of women in managerial positions (%),Kuwait,2016,13.61
Proportion of women in managerial positions (%),Kyrgyzstan,2002,27.74
Proportion of women in managerial positions (%),Kyrgyzstan,2003,25.75
Proportion of women in managerial positions (%),Kyrgyzstan,2004,25.15
Proportion of women in managerial positions (%),Kyrgyzstan,2005,30.05
Proportion of women in managerial positions (%),Kyrgyzstan,2006,35.16
Proportion of women in managerial positions (%),Kyrgyzstan,2009,30.61
Proportion of women in managerial positions (%),Kyrgyzstan,2010,32.39
Proportion of women in managerial positions (%),Kyrgyzstan,2011,29.09
Proportion of women in managerial positions (%),Kyrgyzstan,2012,32.26
Proportion of women in managerial positions (%),Kyrgyzstan,2013,27.54
Proportion of women in managerial positions (%),Kyrgyzstan,2014,33.44
Proportion of women in managerial positions (%),Kyrgyzstan,2015,35.65
Proportion of women in managerial positions (%),Kyrgyzstan,2016,34.94
Proportion of women in managerial positions (%),Kyrgyzstan,2017,36.21
Proportion of women in managerial positions (%),Kyrgyzstan,2018,37.78
Proportion of women in managerial positions (%),Kyrgyzstan,2019,40.86
Proportion of women in managerial positions (%),Kyrgyzstan,2020,47.4
Proportion of women in managerial positions (%),Lao People's Democratic Republic,2010,31.75
Proportion of women in managerial positions (%),Lao People's Democratic Republic,2017,59.01
Proportion of women in managerial positions (%),Latin America and the Caribbean,2000,31.69
Proportion of women in managerial positions (%),Latin America and the Caribbean,2001,32.56
Proportion of women in managerial positions (%),Latin America and the Caribbean,2002,32.86
Proportion of women in managerial positions (%),Latin America and the Caribbean,2003,33.79
Proportion of women in managerial positions (%),Latin America and the Caribbean,2004,34.14
Proportion of women in managerial positions (%),Latin America and the Caribbean,2005,35.08
Proportion of women in managerial positions (%),Latin America and the Caribbean,2006,35.11
Proportion of women in managerial positions (%),Latin America and the Caribbean,2007,35.74
Proportion of women in managerial positions (%),Latin America and the Caribbean,2008,35.93
Proportion of women in managerial positions (%),Latin America and the Caribbean,2009,36.76
Proportion of women in managerial positions (%),Latin America and the Caribbean,2010,36.94
Proportion of women in managerial positions (%),Latin America and the Caribbean,2011,37.24
Proportion of women in managerial positions (%),Latin America and the Caribbean,2012,37.82
Proportion of women in managerial positions (%),Latin America and the Caribbean,2013,37.97
Proportion of women in managerial positions (%),Latin America and the Caribbean,2014,38.33
Proportion of women in managerial positions (%),Latin America and the Caribbean,2015,38.89
Proportion of women in managerial positions (%),Latin America and the Caribbean,2016,39
Proportion of women in managerial positions (%),Latin America and the Caribbean,2017,39.02
Proportion of women in managerial positions (%),Latin America and the Caribbean,2018,38.82
Proportion of women in managerial positions (%),Latin America and the Caribbean,2019,38.39
Proportion of women in managerial positions (%),Latin America and the Caribbean,2020,37.65
Proportion of women in managerial positions (%),Lebanon,2004,11.16
Proportion of women in managerial positions (%),Lebanon,2007,8.44
Proportion of women in managerial positions (%),Lebanon,2019,21.21
Proportion of women in managerial positions (%),Lesotho,2006,36.94
Proportion of women in managerial positions (%),Lesotho,2008,36.08
Proportion of women in managerial positions (%),Lesotho,2019,33.78
Proportion of women in managerial positions (%),Latvia,2000,37.14
Proportion of women in managerial positions (%),Latvia,2001,38.44
Proportion of women in managerial positions (%),Latvia,2002,40.31
Proportion of women in managerial positions (%),Latvia,2003,39.27
Proportion of women in managerial positions (%),Latvia,2004,43.57
Proportion of women in managerial positions (%),Latvia,2005,43.31
Proportion of women in managerial positions (%),Latvia,2006,40.21
Proportion of women in managerial positions (%),Latvia,2007,42.47
Proportion of women in managerial positions (%),Latvia,2008,42.54
Proportion of women in managerial positions (%),Latvia,2009,44.28
Proportion of women in managerial positions (%),Latvia,2010,42.07
Proportion of women in managerial positions (%),Latvia,2011,45.54
Proportion of women in managerial positions (%),Latvia,2012,45.81
Proportion of women in managerial positions (%),Latvia,2013,43.79
Proportion of women in managerial positions (%),Latvia,2014,44.1
Proportion of women in managerial positions (%),Latvia,2015,44.32
Proportion of women in managerial positions (%),Latvia,2016,47.25
Proportion of women in managerial positions (%),Latvia,2017,46.26
Proportion of women in managerial positions (%),Latvia,2018,44.87
Proportion of women in managerial positions (%),Latvia,2019,45.83
Proportion of women in managerial positions (%),Latvia,2020,46.91
Proportion of women in managerial positions (%),Liberia,2010,20.04
Proportion of women in managerial positions (%),Liberia,2017,40.93
Proportion of women in managerial positions (%),Landlocked developing countries (LLDCs),2000,25.18
Proportion of women in managerial positions (%),Landlocked developing countries (LLDCs),2001,25.1
Proportion of women in managerial positions (%),Landlocked developing countries (LLDCs),2002,25.4
Proportion of women in managerial positions (%),Landlocked developing countries (LLDCs),2003,25.87
Proportion of women in managerial positions (%),Landlocked developing countries (LLDCs),2004,26.78
Proportion of women in managerial positions (%),Landlocked developing countries (LLDCs),2005,26.73
Proportion of women in managerial positions (%),Landlocked developing countries (LLDCs),2006,27.52
Proportion of women in managerial positions (%),Landlocked developing countries (LLDCs),2007,27.8
Proportion of women in managerial positions (%),Landlocked developing countries (LLDCs),2008,28.28
Proportion of women in managerial positions (%),Landlocked developing countries (LLDCs),2009,28.23
Proportion of women in managerial positions (%),Landlocked developing countries (LLDCs),2010,27.69
Proportion of women in managerial positions (%),Landlocked developing countries (LLDCs),2011,28.64
Proportion of women in managerial positions (%),Landlocked developing countries (LLDCs),2012,29.01
Proportion of women in managerial positions (%),Landlocked developing countries (LLDCs),2013,29.16
Proportion of women in managerial positions (%),Landlocked developing countries (LLDCs),2014,29.14
Proportion of women in managerial positions (%),Landlocked developing countries (LLDCs),2015,29.38
Proportion of women in managerial positions (%),Landlocked developing countries (LLDCs),2016,29.28
Proportion of women in managerial positions (%),Landlocked developing countries (LLDCs),2017,29.08
Proportion of women in managerial positions (%),Landlocked developing countries (LLDCs),2018,29.39
Proportion of women in managerial positions (%),Landlocked developing countries (LLDCs),2019,29.45
Proportion of women in managerial positions (%),Landlocked developing countries (LLDCs),2020,29.34
Proportion of women in managerial positions (%),Lithuania,2000,42.68
Proportion of women in managerial positions (%),Lithuania,2001,46.38
Proportion of women in managerial positions (%),Lithuania,2002,47.02
Proportion of women in managerial positions (%),Lithuania,2003,40.81
Proportion of women in managerial positions (%),Lithuania,2004,45.37
Proportion of women in managerial positions (%),Lithuania,2005,43.17
Proportion of women in managerial positions (%),Lithuania,2006,40.49
Proportion of women in managerial positions (%),Lithuania,2007,38.12
Proportion of women in managerial positions (%),Lithuania,2008,40.18
Proportion of women in managerial positions (%),Lithuania,2009,39.24
Proportion of women in managerial positions (%),Lithuania,2010,41.08
Proportion of women in managerial positions (%),Lithuania,2011,39.11
Proportion of women in managerial positions (%),Lithuania,2012,38.9
Proportion of women in managerial positions (%),Lithuania,2013,39.58
Proportion of women in managerial positions (%),Lithuania,2014,38.55
Proportion of women in managerial positions (%),Lithuania,2015,39.61
Proportion of women in managerial positions (%),Lithuania,2016,39.42
Proportion of women in managerial positions (%),Lithuania,2017,39.31
Proportion of women in managerial positions (%),Lithuania,2018,39.24
Proportion of women in managerial positions (%),Lithuania,2019,39.24
Proportion of women in managerial positions (%),Lithuania,2020,37.9
Proportion of women in managerial positions (%),Luxembourg,2000,26.91
Proportion of women in managerial positions (%),Luxembourg,2001,30.15
Proportion of women in managerial positions (%),Luxembourg,2002,22.08
Proportion of women in managerial positions (%),Luxembourg,2003,28.82
Proportion of women in managerial positions (%),Luxembourg,2004,26.7
Proportion of women in managerial positions (%),Luxembourg,2005,23.77
Proportion of women in managerial positions (%),Luxembourg,2006,26.76
Proportion of women in managerial positions (%),Luxembourg,2007,21.17
Proportion of women in managerial positions (%),Luxembourg,2008,27.52
Proportion of women in managerial positions (%),Luxembourg,2009,19.09
Proportion of women in managerial positions (%),Luxembourg,2010,24.69
Proportion of women in managerial positions (%),Luxembourg,2011,24.02
Proportion of women in managerial positions (%),Luxembourg,2012,18
Proportion of women in managerial positions (%),Luxembourg,2013,14.86
Proportion of women in managerial positions (%),Luxembourg,2014,22.53
Proportion of women in managerial positions (%),Luxembourg,2015,18.2
Proportion of women in managerial positions (%),Luxembourg,2016,17.74
Proportion of women in managerial positions (%),Luxembourg,2017,18.81
Proportion of women in managerial positions (%),Luxembourg,2018,24.51
Proportion of women in managerial positions (%),Luxembourg,2019,25.78
Proportion of women in managerial positions (%),Luxembourg,2020,26.26
Proportion of women in managerial positions (%),Madagascar,2005,22.1
Proportion of women in managerial positions (%),Madagascar,2010,36.58
Proportion of women in managerial positions (%),Madagascar,2012,25.08
Proportion of women in managerial positions (%),Madagascar,2015,31.77
Proportion of women in managerial positions (%),Malawi,2013,15.62
Proportion of women in managerial positions (%),Malaysia,2001,21.8
Proportion of women in managerial positions (%),Malaysia,2002,23.11
Proportion of women in managerial positions (%),Malaysia,2003,23.2
Proportion of women in managerial positions (%),Malaysia,2004,24.64
Proportion of women in managerial positions (%),Malaysia,2005,25.47
Proportion of women in managerial positions (%),Malaysia,2006,23.36
Proportion of women in managerial positions (%),Malaysia,2007,23.01
Proportion of women in managerial positions (%),Malaysia,2008,24.23
Proportion of women in managerial positions (%),Malaysia,2009,23.13
Proportion of women in managerial positions (%),Malaysia,2010,24.88
Proportion of women in managerial positions (%),Malaysia,2011,22.65
Proportion of women in managerial positions (%),Malaysia,2012,21.55
Proportion of women in managerial positions (%),Malaysia,2013,22.07
Proportion of women in managerial positions (%),Malaysia,2014,22.25
Proportion of women in managerial positions (%),Malaysia,2015,22.53
Proportion of women in managerial positions (%),Malaysia,2016,20.41
Proportion of women in managerial positions (%),Malaysia,2017,22.11
Proportion of women in managerial positions (%),Malaysia,2018,24.65
Proportion of women in managerial positions (%),Malaysia,2019,23.28
Proportion of women in managerial positions (%),Malaysia,2020,24.85
Proportion of women in managerial positions (%),Maldives,2000,15.39
Proportion of women in managerial positions (%),Maldives,2009,13.37
Proportion of women in managerial positions (%),Maldives,2014,18.88
Proportion of women in managerial positions (%),Maldives,2016,19.58
Proportion of women in managerial positions (%),Maldives,2019,19.19
Proportion of women in managerial positions (%),Mali,2013,13.94
Proportion of women in managerial positions (%),Mali,2017,14.8
Proportion of women in managerial positions (%),Mali,2018,17.44
Proportion of women in managerial positions (%),Malta,2000,17.6
Proportion of women in managerial positions (%),Malta,2001,15.33
Proportion of women in managerial positions (%),Malta,2002,17.65
Proportion of women in managerial positions (%),Malta,2003,19.08
Proportion of women in managerial positions (%),Malta,2004,13.07
Proportion of women in managerial positions (%),Malta,2005,18.04
Proportion of women in managerial positions (%),Malta,2006,18.3
Proportion of women in managerial positions (%),Malta,2007,17.97
Proportion of women in managerial positions (%),Malta,2008,17.05
Proportion of women in managerial positions (%),Malta,2009,21.34
Proportion of women in managerial positions (%),Malta,2010,22.65
Proportion of women in managerial positions (%),Malta,2011,24.22
Proportion of women in managerial positions (%),Malta,2012,27.07
Proportion of women in managerial positions (%),Malta,2013,28.41
Proportion of women in managerial positions (%),Malta,2014,26.33
Proportion of women in managerial positions (%),Malta,2015,26.69
Proportion of women in managerial positions (%),Malta,2016,27.56
Proportion of women in managerial positions (%),Malta,2017,28.71
Proportion of women in managerial positions (%),Malta,2018,28.9
Proportion of women in managerial positions (%),Malta,2019,29.94
Proportion of women in managerial positions (%),Malta,2020,28.52
Proportion of women in managerial positions (%),Mauritius,2000,22.03
Proportion of women in managerial positions (%),Mauritius,2001,19.61
Proportion of women in managerial positions (%),Mauritius,2002,18.86
Proportion of women in managerial positions (%),Mauritius,2003,24.32
Proportion of women in managerial positions (%),Mauritius,2004,20.5
Proportion of women in managerial positions (%),Mauritius,2005,24.69
Proportion of women in managerial positions (%),Mauritius,2006,15.33
Proportion of women in managerial positions (%),Mauritius,2007,20.19
Proportion of women in managerial positions (%),Mauritius,2008,23
Proportion of women in managerial positions (%),Mauritius,2009,25.6
Proportion of women in managerial positions (%),Mauritius,2010,26.19
Proportion of women in managerial positions (%),Mauritius,2011,22.17
Proportion of women in managerial positions (%),Mauritius,2012,23.03
Proportion of women in managerial positions (%),Mauritius,2013,32.56
Proportion of women in managerial positions (%),Mauritius,2014,28.54
Proportion of women in managerial positions (%),Mauritius,2015,28.89
Proportion of women in managerial positions (%),Mauritius,2016,30.6
Proportion of women in managerial positions (%),Mauritius,2017,30.1
Proportion of women in managerial positions (%),Mauritius,2018,32.14
Proportion of women in managerial positions (%),Mauritius,2019,30.21
Proportion of women in managerial positions (%),Mexico,2000,23.6
Proportion of women in managerial positions (%),Mexico,2001,25.22
Proportion of women in managerial positions (%),Mexico,2002,23.23
Proportion of women in managerial positions (%),Mexico,2003,23.85
Proportion of women in managerial positions (%),Mexico,2004,25.3
Proportion of women in managerial positions (%),Mexico,2013,34.95
Proportion of women in managerial positions (%),Mexico,2014,35.36
Proportion of women in managerial positions (%),Mexico,2015,35.98
Proportion of women in managerial positions (%),Mexico,2016,36.01
Proportion of women in managerial positions (%),Mexico,2017,36.68
Proportion of women in managerial positions (%),Mexico,2018,36.1
Proportion of women in managerial positions (%),Mexico,2019,36.01
Proportion of women in managerial positions (%),Mexico,2020,38.43
Proportion of women in managerial positions (%),"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)",2000,9.17
Proportion of women in managerial positions (%),"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)",2001,9.19
Proportion of women in managerial positions (%),"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)",2002,8.39
Proportion of women in managerial positions (%),"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)",2003,8.08
Proportion of women in managerial positions (%),"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)",2004,8.08
Proportion of women in managerial positions (%),"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)",2005,8.27
Proportion of women in managerial positions (%),"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)",2006,9.1
Proportion of women in managerial positions (%),"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)",2007,9.27
Proportion of women in managerial positions (%),"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)",2008,9.76
Proportion of women in managerial positions (%),"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)",2009,9.72
Proportion of women in managerial positions (%),"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)",2010,9.92
Proportion of women in managerial positions (%),"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)",2011,10.4
Proportion of women in managerial positions (%),"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)",2012,11.31
Proportion of women in managerial positions (%),"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)",2013,12.32
Proportion of women in managerial positions (%),"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)",2014,12.03
Proportion of women in managerial positions (%),"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)",2015,11.9
Proportion of women in managerial positions (%),"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)",2016,12.89
Proportion of women in managerial positions (%),"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)",2017,12.5
Proportion of women in managerial positions (%),"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)",2018,12.65
Proportion of women in managerial positions (%),"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)",2019,13.24
Proportion of women in managerial positions (%),"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)",2020,14.1
Proportion of women in managerial positions (%),Mongolia,2000,30.21
Proportion of women in managerial positions (%),Mongolia,2005,49.75
Proportion of women in managerial positions (%),Mongolia,2006,48.93
Proportion of women in managerial positions (%),Mongolia,2007,48.11
Proportion of women in managerial positions (%),Mongolia,2008,42.45
Proportion of women in managerial positions (%),Mongolia,2009,38.71
Proportion of women in managerial positions (%),Mongolia,2010,37.62
Proportion of women in managerial positions (%),Mongolia,2011,38.78
Proportion of women in managerial positions (%),Mongolia,2012,41.89
Proportion of women in managerial positions (%),Mongolia,2013,41.3
Proportion of women in managerial positions (%),Mongolia,2014,38.04
Proportion of women in managerial positions (%),Mongolia,2015,40.57
Proportion of women in managerial positions (%),Mongolia,2016,40.79
Proportion of women in managerial positions (%),Mongolia,2017,42.45
Proportion of women in managerial positions (%),Mongolia,2018,39.01
Proportion of women in managerial positions (%),Mongolia,2019,43.67
Proportion of women in managerial positions (%),Mongolia,2020,49.75
Proportion of women in managerial positions (%),Republic of Moldova,2000,33.2
Proportion of women in managerial positions (%),Republic of Moldova,2001,37.41
Proportion of women in managerial positions (%),Republic of Moldova,2002,40.23
Proportion of women in managerial positions (%),Republic of Moldova,2003,39.5
Proportion of women in managerial positions (%),Republic of Moldova,2004,39
Proportion of women in managerial positions (%),Republic of Moldova,2005,38.85
Proportion of women in managerial positions (%),Republic of Moldova,2006,38.94
Proportion of women in managerial positions (%),Republic of Moldova,2007,40.19
Proportion of women in managerial positions (%),Republic of Moldova,2008,37.97
Proportion of women in managerial positions (%),Republic of Moldova,2009,38.65
Proportion of women in managerial positions (%),Republic of Moldova,2010,36.43
Proportion of women in managerial positions (%),Republic of Moldova,2011,39.37
Proportion of women in managerial positions (%),Republic of Moldova,2012,44.11
Proportion of women in managerial positions (%),Republic of Moldova,2013,39.17
Proportion of women in managerial positions (%),Republic of Moldova,2014,42.57
Proportion of women in managerial positions (%),Republic of Moldova,2015,48.47
Proportion of women in managerial positions (%),Republic of Moldova,2016,46.6
Proportion of women in managerial positions (%),Republic of Moldova,2017,41.45
Proportion of women in managerial positions (%),Republic of Moldova,2018,40.25
Proportion of women in managerial positions (%),Republic of Moldova,2019,45.68
Proportion of women in managerial positions (%),Republic of Moldova,2020,42.27
Proportion of women in managerial positions (%),Montenegro,2003,26.53
Proportion of women in managerial positions (%),Montenegro,2005,19.67
Proportion of women in managerial positions (%),Montenegro,2007,31.39
Proportion of women in managerial positions (%),Montenegro,2008,23.36
Proportion of women in managerial positions (%),Montenegro,2009,24.5
Proportion of women in managerial positions (%),Montenegro,2010,30.19
Proportion of women in managerial positions (%),Montenegro,2011,30.51
Proportion of women in managerial positions (%),Montenegro,2012,26.81
Proportion of women in managerial positions (%),Montenegro,2013,25.42
Proportion of women in managerial positions (%),Montenegro,2014,26.67
Proportion of women in managerial positions (%),Montenegro,2015,22.34
Proportion of women in managerial positions (%),Montenegro,2016,29.37
Proportion of women in managerial positions (%),Montenegro,2017,22.14
Proportion of women in managerial positions (%),Montenegro,2018,28.77
Proportion of women in managerial positions (%),Montenegro,2019,35.78
Proportion of women in managerial positions (%),Montenegro,2020,32.12
Proportion of women in managerial positions (%),Montserrat,2020,50.17
Proportion of women in managerial positions (%),Morocco,2004,10.76
Proportion of women in managerial positions (%),Morocco,2005,12.4
Proportion of women in managerial positions (%),Morocco,2006,11.89
Proportion of women in managerial positions (%),Morocco,2007,12.1
Proportion of women in managerial positions (%),Morocco,2008,12.79
Proportion of women in managerial positions (%),Mozambique,2015,24.33
